"Meltpond.index","lat","lon","B08.NIR","B04.red","B03.green","B02.blue","depth_value","depth_sd","NIR.le","Red.le","Green.le","Blue.le","NIR.ri","Red.ri","Green.ri","Blue.ri","NIR.up","Red.up","Green.up","Blue.up","NIR.do","Red.do","Green.do","Blue.do","NIR.up.le","Red.up.le","Green.up.le","Blue.up.le","NIR.up.ri","Red.up.ri","Green.up.ri","Blue.up.ri","NIR.do.le","Red.do.le","Green.do.le","Blue.do.le","NIR.do.ri","Red.do.ri","Green.do.ri","Blue.do.ri","Sentinel.Time","IceSat.Time"
14,81.0170052180431,-120.46479057842,2272,3997,5897,6567,-0.49468807806944,0.248500077125638,2209,3967,5669,6382,2368,4210,6099,6556,3987,5588,7026,7376,2193,4142,5988,6671,2515,4460,5957,6541,4814,6337,7509,7997,3580,5338,6690,7310,1857,4040,5988,6532,"2021-07-04 23:21:00","2021-07-04 23:16:44"
2,80.6180778584572,-120.251352601953,4991,6420,7633,8115,-0.528588686922882,0.233935617810081,5709,7330,8344,8706,3000,4594,6315,6925,2889,4021,5748,6390,5887,7374,8435,9038,4294,5808,6998,7798,1754,2700,4581,5422,5575,7047,8319,8937,4151,5756,7280,7727,"2021-07-04 23:21:00","2021-07-04 23:16:44"
2,80.6181673044745,-120.251383350188,2889,4021,5748,6390,-0.584141915602846,0.23011107284508,4294,5808,6998,7798,1754,2700,4581,5422,1595,2695,4603,5345,4991,6420,7633,8115,2337,3631,5342,6004,1440,2435,4395,5287,5709,7330,8344,8706,3000,4594,6315,6925,"2021-07-04 23:21:00","2021-07-04 23:16:44"
2,80.6182567504885,-120.251414099012,1595,2695,4603,5345,-0.839978499939649,0.186422434600862,2337,3631,5342,6004,1440,2435,4395,5287,1540,2699,4703,5516,2889,4021,5748,6390,1588,2654,4584,5337,1426,2580,4506,5371,4294,5808,6998,7798,1754,2700,4581,5422,"2021-07-04 23:21:00","2021-07-04 23:16:44"
2,80.6183461964993,-120.251444848425,1540,2699,4703,5516,-1.39357143948676,0.2148887510837,1588,2654,4584,5337,1426,2580,4506,5371,2121,3591,5367,6042,1595,2695,4603,5345,2325,3569,5339,6078,1929,3785,5529,6242,2337,3631,5342,6004,1440,2435,4395,5287,"2021-07-04 23:21:00","2021-07-04 23:16:44"
2,80.618435642507,-120.251475598428,2121,3591,5367,6042,-1.30440226882352,0.211380354032722,2325,3569,5339,6078,1929,3785,5529,6242,3241,5029,6170,6727,1540,2699,4703,5516,4085,5785,6995,7246,3048,5001,6471,7216,1588,2654,4584,5337,1426,2580,4506,5371,"2021-07-04 23:21:00","2021-07-04 23:16:44"
2,80.6185200746056,-120.252054975503,4085,5785,6995,7246,-0.825606159804047,0.197729914006578,4840,6334,7250,7792,3241,5029,6170,6727,5734,6952,7800,8144,2325,3569,5339,6078,6376,7589,8296,8632,3993,5439,6581,7004,2600,3864,5484,6314,2121,3591,5367,6042,"2021-07-04 23:21:00","2021-07-04 23:16:44"
2,80.6186095205583,-120.25208573185,5734,6952,7800,8144,-0.564341050233221,0.204616895434095,6376,7589,8296,8632,3993,5439,6581,7004,6326,7538,8466,8551,4085,5785,6995,7246,6528,7664,8367,8743,5695,7198,7949,8530,4840,6334,7250,7792,3241,5029,6170,6727,"2021-07-04 23:21:00","2021-07-04 23:16:44"
5,80.7982102345801,-120.517613631371,1482,3332,5694,6465,-0.739905278581808,0.196088766694112,1517,3129,5311,5981,1465,3062,5244,5845,1473,3382,5794,6617,1478,3177,5428,6363,1455,3244,5303,6068,1426,3293,5714,6579,1520,3231,5527,6307,1361,2931,5146,5839,"2021-07-04 23:21:00","2021-07-04 23:16:44"
5,80.7982996551131,-120.517647557328,1473,3382,5794,6617,-0.860826711191017,0.198748610301996,1455,3244,5303,6068,1426,3293,5714,6579,1535,3100,5148,5951,1482,3332,5694,6465,1575,3207,5334,6126,1474,3341,5565,6135,1517,3129,5311,5981,1465,3062,5244,5845,"2021-07-04 23:21:00","2021-07-04 23:16:44"
5,80.7983890756425,-120.517681483947,1535,3100,5148,5951,-0.995716545510466,0.189376803851201,1575,3207,5334,6126,1474,3341,5565,6135,1587,3135,5238,6006,1473,3382,5794,6617,2392,4262,6069,6916,1590,3169,5208,5936,1455,3244,5303,6068,1426,3293,5714,6579,"2021-07-04 23:21:00","2021-07-04 23:16:44"
5,80.7983836490883,-120.518240583823,1575,3207,5334,6126,-0.970549993171322,0.192383370312186,1725,3490,5633,6572,1535,3100,5148,5951,2392,4262,6069,6916,1455,3244,5303,6068,3376,5502,7216,7622,1587,3135,5238,6006,1662,3181,5179,6136,1473,3382,5794,6617,"2021-07-04 23:21:00","2021-07-04 23:16:44"
5,80.7984730695603,-120.51827451647,2392,4262,6069,6916,-0.947194677215902,0.199067652510478,3376,5502,7216,7622,1587,3135,5238,6006,3216,5082,6706,7461,1575,3207,5334,6126,5093,7289,8447,8760,1841,3863,5725,6380,1725,3490,5633,6572,1535,3100,5148,5951,"2021-07-04 23:21:00","2021-07-04 23:16:44"
5,80.7985624900286,-120.518308449778,3216,5082,6706,7461,-0.59093514958235,0.228026012074126,5093,7289,8447,8760,1841,3863,5725,6380,3805,5907,7748,8234,2392,4262,6069,6916,4637,6962,8110,8558,4123,6348,7800,8233,3376,5502,7216,7622,1587,3135,5238,6006,"2021-07-04 23:21:00","2021-07-04 23:16:44"
5,80.7986519104933,-120.518342383749,3805,5907,7748,8234,-0.514014676456776,0.239803173060165,4637,6962,8110,8558,4123,6348,7800,8233,5675,7641,8680,9162,3216,5082,6706,7461,4808,6949,8243,8570,6727,8393,9072,9379,5093,7289,8447,8760,1841,3863,5725,6380,"2021-07-04 23:21:00","2021-07-04 23:16:44"
5,80.7987413309542,-120.518376318383,5675,7641,8680,9162,-0.394000015960587,0.221552566346093,4808,6949,8243,8570,6727,8393,9072,9379,6473,7967,8745,9190,3805,5907,7748,8234,6311,8012,9017,9249,6383,7998,8563,8918,4637,6962,8110,8558,4123,6348,7800,8233,"2021-07-04 23:21:00","2021-07-04 23:16:44"
6,80.8530098403398,-120.594099827464,3887,5642,7094,7540,-0.400643359303079,0.225699959906981,4611,6108,7432,7963,3332,4963,6480,7079,1658,3456,5472,6108,7155,8544,9267,9506,2148,3711,5390,6181,1757,3219,5265,5957,7130,8596,9424,9656,6511,8126,8969,9311,"2021-07-04 23:21:00","2021-07-04 23:16:44"
6,80.8530992531833,-120.594134701376,1658,3456,5472,6108,-0.447771864823602,0.225050033950236,2148,3711,5390,6181,1757,3219,5265,5957,1534,3148,4975,5708,3887,5642,7094,7540,1525,2930,4920,5689,1542,3023,4967,5633,4611,6108,7432,7963,3332,4963,6480,7079,"2021-07-04 23:21:00","2021-07-04 23:16:44"
6,80.853188666023,-120.594169575973,1534,3148,4975,5708,-0.545208661207374,0.222646610338177,1525,2930,4920,5689,1542,3023,4967,5633,1498,3419,5466,6201,1658,3456,5472,6108,1502,3174,5254,5970,1495,2925,4922,5661,2148,3711,5390,6181,1757,3219,5265,5957,"2021-07-04 23:21:00","2021-07-04 23:16:44"
6,80.8532780788589,-120.594204451254,1498,3419,5466,6201,-0.694423100115844,0.21634563198415,1502,3174,5254,5970,1495,2925,4922,5661,1462,3415,5574,6290,1534,3148,4975,5708,1511,3134,5372,6079,1415,3311,5397,6157,1525,2930,4920,5689,1542,3023,4967,5633,"2021-07-04 23:21:00","2021-07-04 23:16:44"
6,80.8533674916908,-120.59423932722,1462,3415,5574,6290,-0.607401938416054,0.220805115367588,1511,3134,5372,6079,1415,3311,5397,6157,1510,3349,5321,6035,1498,3419,5466,6201,1476,2901,4976,5823,1462,3291,5357,6067,1502,3174,5254,5970,1495,2925,4922,5661,"2021-07-04 23:21:00","2021-07-04 23:16:44"
6,80.8534569045189,-120.594274203871,1510,3349,5321,6035,-0.604820599499249,0.208381031375054,1476,2901,4976,5823,1462,3291,5357,6067,1595,3198,5135,5802,1462,3415,5574,6290,1593,2993,4797,5563,1477,3015,5121,5849,1511,3134,5372,6079,1415,3311,5397,6157,"2021-07-04 23:21:00","2021-07-04 23:16:44"
6,80.8534513591284,-120.594836593671,1476,2901,4976,5823,-0.579072392823814,0.195038048471765,1449,2810,4877,5687,1510,3349,5321,6035,1593,2993,4797,5563,1511,3134,5372,6079,1575,3166,5093,5966,1595,3198,5135,5802,1473,3085,5269,5969,1462,3415,5574,6290,"2021-07-04 23:21:00","2021-07-04 23:16:44"
6,80.8535407718976,-120.594871476435,1593,2993,4797,5563,-0.685555072594375,0.219189538875825,1575,3166,5093,5966,1595,3198,5135,5802,2097,3743,5724,6559,1476,2901,4976,5823,1840,3803,6243,6836,2255,4414,6246,6929,1449,2810,4877,5687,1510,3349,5321,6035,"2021-07-04 23:21:00","2021-07-04 23:16:44"
6,80.8536301846629,-120.594906359884,2097,3743,5724,6559,-0.686932342178169,0.230250230830812,1840,3803,6243,6836,2255,4414,6246,6929,2086,3858,5720,6267,1593,2993,4797,5563,1664,3042,5030,5825,3178,4842,6630,7304,1575,3166,5093,5966,1595,3198,5135,5802,"2021-07-04 23:21:00","2021-07-04 23:16:44"
6,80.8537195974243,-120.594941244017,2086,3858,5720,6267,-0.625082661809461,0.227152501058237,1664,3042,5030,5825,3178,4842,6630,7304,1976,3521,5286,6109,2097,3743,5724,6559,1578,2886,4513,5258,3949,5638,6848,7478,1840,3803,6243,6836,2255,4414,6246,6929,"2021-07-04 23:21:00","2021-07-04 23:16:44"
6,80.8538090101819,-120.594976128836,1976,3521,5286,6109,-0.430495766255534,0.235507646593582,1578,2886,4513,5258,3949,5638,6848,7478,3258,4873,6657,7064,2086,3858,5720,6267,2052,3677,5441,6095,5433,7287,8376,8586,1664,3042,5030,5825,3178,4842,6630,7304,"2021-07-04 23:21:00","2021-07-04 23:16:44"
6,80.8538984229356,-120.595011014339,3258,4873,6657,7064,-0.35554745555079,0.232289301233554,2052,3677,5441,6095,5433,7287,8376,8586,6049,7615,8618,8896,1976,3521,5286,6109,4319,6072,7416,7953,7003,8240,9042,9313,1578,2886,4513,5258,3949,5638,6848,7478,"2021-07-04 23:21:00","2021-07-04 23:16:44"
6,80.8539822890979,-120.595608322216,4319,6072,7416,7953,-0.347026854438673,0.231092698583862,3275,4913,6311,6845,6049,7615,8618,8896,6864,8655,9106,9384,2052,3677,5441,6095,6596,7790,8631,8912,7508,8681,9240,9480,1730,3336,5320,5986,3258,4873,6657,7064,"2021-07-04 23:21:00","2021-07-04 23:16:44"
7,80.9471985258773,-120.741452259838,4483,6197,7729,8344,-0.587571093259989,0.121682298082499,2818,4955,6571,7166,5958,7137,8289,9059,5006,7137,8376,8728,2856,5101,6795,7152,3708,5760,7194,7706,6245,7951,8751,9056,2386,4458,6136,6728,3547,6089,7588,7808,"2021-07-04 23:21:00","2021-07-04 23:16:44"
7,80.9472879235181,-120.741488945631,5006,7137,8376,8728,-0.431317080654919,0.214152503728614,3708,5760,7194,7706,6245,7951,8751,9056,5919,7301,8440,9097,4483,6197,7729,8344,4873,6483,7566,8152,5856,7073,8162,8969,2818,4955,6571,7166,5958,7137,8289,9059,"2021-07-04 23:21:00","2021-07-04 23:16:44"
7,80.9473773211547,-120.741525632151,5919,7301,8440,9097,-0.290013501221867,0.192392331700889,4873,6483,7566,8152,5856,7073,8162,8969,5165,6922,8100,8018,5006,7137,8376,8728,3564,4997,6561,7109,6128,8152,8927,8799,3708,5760,7194,7706,6245,7951,8751,9056,"2021-07-04 23:21:00","2021-07-04 23:16:44"
9,80.5702037495465,-119.823466060719,3320,5077,6512,7178,-0.854244211413771,0.230909583673844,6482,7585,8682,9017,1673,2766,4810,5500,2063,3575,5272,6021,4141,5866,7025,7724,4788,6103,7396,7841,1511,2545,4588,5367,6769,7924,8849,9281,2195,3424,5288,6159,"2021-07-04 23:21:00","2021-07-04 23:16:44"
9,80.5702932312595,-119.823492627913,2063,3575,5272,6021,-1.14095945089568,0.217316322870841,4788,6103,7396,7841,1511,2545,4588,5367,1631,2940,4774,5683,3320,5077,6512,7178,4094,5309,6821,7300,1427,2468,4529,5417,6482,7585,8682,9017,1673,2766,4810,5500,"2021-07-04 23:21:00","2021-07-04 23:16:44"
9,80.5703827129699,-119.823519195613,1631,2940,4774,5683,-1.85388337715775,0.228247555658169,4094,5309,6821,7300,1427,2468,4529,5417,1606,2638,4580,5372,2063,3575,5272,6021,3753,5089,6155,6761,1403,2505,4483,5395,4788,6103,7396,7841,1511,2545,4588,5367,"2021-07-04 23:21:00","2021-07-04 23:16:44"
9,80.5704721946779,-119.82354576382,1606,2638,4580,5372,-1.80078452430596,0.198918002260066,3753,5089,6155,6761,1403,2505,4483,5395,1471,2352,4186,5051,1631,2940,4774,5683,2113,3047,4714,5390,1417,2460,4274,5162,4094,5309,6821,7300,1427,2468,4529,5417,"2021-07-04 23:21:00","2021-07-04 23:16:44"
9,80.5705616763834,-119.823572332533,1471,2352,4186,5051,-1.93295401118451,0.223189572274956,2113,3047,4714,5390,1417,2460,4274,5162,1455,2439,4285,5212,1606,2638,4580,5372,1525,2338,4326,5116,1431,2324,4237,5173,3753,5089,6155,6761,1403,2505,4483,5395,"2021-07-04 23:21:00","2021-07-04 23:16:44"
9,80.5705573223175,-119.824118410359,2113,3047,4714,5390,-1.94516729448516,0.217589899507365,4287,5631,6597,7120,1471,2352,4186,5051,1525,2338,4326,5116,3753,5089,6155,6761,2809,3831,5428,6105,1455,2439,4285,5212,6469,7866,8727,9193,1606,2638,4580,5372,"2021-07-04 23:21:00","2021-07-04 23:16:44"
9,80.5706468039784,-119.8241449847,1525,2338,4326,5116,-1.93995688596151,0.218945027161186,2809,3831,5428,6105,1455,2439,4285,5212,1440,2427,4393,5232,2113,3047,4714,5390,1867,3089,4763,5473,1409,2446,4394,5263,4287,5631,6597,7120,1471,2352,4186,5051,"2021-07-04 23:21:00","2021-07-04 23:16:44"
9,80.5707362856368,-119.824171559549,1440,2427,4393,5232,-2.08292601476269,0.203039507917363,1867,3089,4763,5473,1409,2446,4394,5263,1474,2549,4500,5383,1525,2338,4326,5116,1483,2611,4440,5317,1455,2434,4462,5274,2809,3831,5428,6105,1455,2439,4285,5212,"2021-07-04 23:21:00","2021-07-04 23:16:44"
10,81.9024565769273,-16.5003803890219,4204,6068,7368,7468,-0.706246599554466,0.190454155852322,4204,6068,7368,7468,5112,6812,7740,8028,2166,4404,6400,6992,5172,6580,7504,7696,2166,4404,6400,6992,3536,5580,7176,7576,5172,6580,7504,7696,5516,6968,7852,8168,"2021-07-06 16:29:01","2021-07-06 16:08:15"
10,81.9024635343489,-16.5010143301464,4204,6068,7368,7468,-0.777616879510874,0.191152146106372,2582,4440,6284,6604,4204,6068,7368,7468,2166,4404,6400,6992,5172,6580,7504,7696,1500,3502,5620,6396,2166,4404,6400,6992,2656,4544,6392,6776,5172,6580,7504,7696,"2021-07-06 16:29:01","2021-07-06 16:08:15"
10,81.9025528424511,-16.5009649459294,2166,4404,6400,6992,-0.869342832964395,0.200169202616723,1500,3502,5620,6396,2166,4404,6400,6992,1419,3356,5580,6168,4204,6068,7368,7468,1242,3032,5516,6048,1419,3356,5580,6168,2582,4440,6284,6604,4204,6068,7368,7468,"2021-07-06 16:29:01","2021-07-06 16:08:15"
10,81.9026421505468,-16.5009155606195,1419,3356,5580,6168,-1.00975650173159,0.198875037178033,1242,3032,5516,6048,1419,3356,5580,6168,1192,2814,4892,5416,2166,4404,6400,6992,1185,2678,5008,5492,1192,2814,4892,5416,1500,3502,5620,6396,2166,4404,6400,6992,"2021-07-06 16:29:01","2021-07-06 16:08:15"
10,81.9027314586362,-16.5008661742167,1192,2814,4892,5416,-1.10687797982158,0.203864375504991,1185,2678,5008,5492,1192,2814,4892,5416,1119,2510,4724,5308,1419,3356,5580,6168,1118,2378,4720,5404,1119,2510,4724,5308,1242,3032,5516,6048,1419,3356,5580,6168,"2021-07-06 16:29:01","2021-07-06 16:08:15"
10,81.9027384153128,-16.5015001371384,1185,2678,5008,5492,-1.16781448587982,0.21015861216482,1111,2554,4996,5620,1192,2814,4892,5416,1118,2378,4720,5404,1242,3032,5516,6048,1107,2290,4680,5420,1119,2510,4724,5308,1155,2830,5384,6072,1419,3356,5580,6168,"2021-07-06 16:29:01","2021-07-06 16:08:15"
10,81.9028277234734,-16.5014507565444,1118,2378,4720,5404,-1.25306880574457,0.207908202762733,1107,2290,4680,5420,1119,2510,4724,5308,1100,2238,4576,5412,1185,2678,5008,5492,1117,2186,4496,5232,1077,2346,4792,5548,1111,2554,4996,5620,1192,2814,4892,5416,"2021-07-06 16:29:01","2021-07-06 16:08:15"
10,81.9029170316275,-16.5014013748576,1100,2238,4576,5412,-1.29315901169498,0.207435858236882,1117,2186,4496,5232,1077,2346,4792,5548,1104,2198,4528,5212,1118,2378,4720,5404,1121,2136,4428,5104,1077,2256,4764,5472,1107,2290,4680,5420,1119,2510,4724,5308,"2021-07-06 16:29:01","2021-07-06 16:08:15"
10,81.9030063397752,-16.5013519920779,1104,2198,4528,5212,-1.30929024435656,0.208011911343246,1121,2136,4428,5104,1077,2256,4764,5472,1112,2110,4476,5176,1100,2238,4576,5412,1118,2062,4416,5052,1097,2162,4632,5328,1117,2186,4496,5232,1077,2346,4792,5548,"2021-07-06 16:29:01","2021-07-06 16:08:15"
10,81.9030132957068,-16.5019859767982,1121,2136,4428,5104,-1.27018612700388,0.207157166906005,1127,2108,4396,5072,1104,2198,4528,5212,1118,2062,4416,5052,1117,2186,4496,5232,1112,2070,4464,5120,1112,2110,4476,5176,1118,2170,4412,5144,1100,2238,4576,5412,"2021-07-06 16:29:01","2021-07-06 16:08:15"
10,81.9031026039257,-16.5019365998279,1118,2062,4416,5052,-1.3064197853091,0.206083428349508,1112,2070,4464,5120,1112,2110,4476,5176,1128,2011,4304,5024,1121,2136,4428,5104,1112,2050,4232,4960,1125,2018,4460,5188,1127,2108,4396,5072,1104,2198,4528,5212,"2021-07-06 16:29:01","2021-07-06 16:08:15"
10,81.9031919121382,-16.5018872217647,1128,2011,4304,5024,-1.38561458387017,0.203161404697677,1112,2050,4232,4960,1125,2018,4460,5188,1108,2005,4396,5096,1118,2062,4416,5052,1104,2056,4400,5184,1114,1988,4440,5236,1112,2070,4464,5120,1112,2110,4476,5176,"2021-07-06 16:29:01","2021-07-06 16:08:15"
